latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
58.94552,5.650224,15.0,7200,Europe/Oslo,CEST

time,temperature_2m (°C),cloud_cover (%),wind_speed_10m (m/s),is_day (),sunshine_duration (s)
2017-09-10T10:00,12.4,69,3.79,1,1107.63
2017-09-10T11:00,13.2,99,3.95,1,3600.00
2017-09-10T12:00,13.0,62,4.90,1,3600.00
2017-09-10T13:00,13.9,100,4.10,1,3600.00
2017-09-10T14:00,14.3,82,4.44,1,3600.00
2017-09-10T15:00,14.8,100,4.62,1,3600.00
2017-09-10T16:00,14.6,100,4.53,1,3600.00
2017-09-10T17:00,13.7,100,4.64,1,0.00
2017-09-10T18:00,13.8,100,4.32,1,0.00
2017-09-10T19:00,12.6,100,4.92,1,0.00
2017-09-10T20:00,11.8,88,4.91,1,0.00
2017-09-10T21:00,11.3,100,4.70,0,0.00
2017-09-10T22:00,11.8,100,5.45,0,0.00
2017-09-10T23:00,11.9,100,5.67,0,0.00
2017-09-11T00:00,11.9,100,5.86,0,0.00
2017-09-11T01:00,11.6,59,6.16,0,0.00
2017-09-11T02:00,12.4,100,5.97,0,0.00
2017-09-11T03:00,12.8,100,5.83,0,0.00
2017-09-11T04:00,12.9,100,5.82,0,0.00
2017-09-11T05:00,13.0,100,5.64,0,0.00
2017-09-11T06:00,12.3,100,4.55,0,0.00
2017-09-11T07:00,12.6,100,5.48,1,0.00
2017-09-11T08:00,12.8,66,4.68,1,0.00
2017-09-11T09:00,12.9,86,5.74,1,3235.81
2017-09-11T10:00,13.1,32,4.69,1,1057.13
2017-09-11T11:00,14.1,87,4.55,1,3600.00
2017-09-11T12:00,13.9,58,4.63,1,3600.00
2017-09-11T13:00,13.4,55,5.08,1,3600.00
2017-09-11T14:00,12.8,36,5.52,1,3600.00
2017-09-11T15:00,13.4,100,4.27,1,3600.00
2017-09-11T16:00,13.4,75,6.14,1,3600.00
2017-09-11T17:00,13.8,51,4.40,1,3600.00
2017-09-11T18:00,13.0,100,5.19,1,3600.00
2017-09-11T19:00,12.6,93,5.02,1,0.00
2017-09-11T20:00,12.4,60,4.61,1,0.00
2017-09-11T21:00,12.1,60,4.50,0,0.00
2017-09-11T22:00,12.1,68,5.38,0,0.00
2017-09-11T23:00,12.2,43,5.17,0,0.00
2017-09-12T00:00,12.0,41,5.02,0,0.00
2017-09-12T01:00,12.0,33,5.24,0,0.00
2017-09-12T02:00,11.4,59,3.16,0,0.00
2017-09-12T03:00,11.2,70,2.90,0,0.00
2017-09-12T04:00,11.0,73,3.04,0,0.00
2017-09-12T05:00,11.2,68,3.45,0,0.00
2017-09-12T06:00,11.1,100,3.83,0,0.00
2017-09-12T07:00,11.5,97,4.29,0,0.00
2017-09-12T08:00,11.6,100,4.75,1,23.67
2017-09-12T09:00,11.8,100,4.74,1,0.00
2017-09-12T10:00,12.6,72,6.44,1,0.00
2017-09-12T11:00,12.4,100,6.37,1,0.00
2017-09-12T12:00,12.2,100,5.50,1,0.00
2017-09-12T13:00,12.4,100,4.83,1,0.00
2017-09-12T14:00,13.4,100,3.77,1,0.00
2017-09-12T15:00,13.1,100,4.44,1,2991.55
2017-09-12T16:00,13.8,100,4.75,1,3163.81
2017-09-12T17:00,13.9,59,5.28,1,3600.00
2017-09-12T18:00,13.3,79,5.39,1,3600.00
2017-09-12T19:00,12.5,79,4.79,1,2721.09
2017-09-12T20:00,11.9,74,4.36,1,239.21
2017-09-12T21:00,12.3,79,3.10,0,0.00
2017-09-12T22:00,11.7,80,2.30,0,0.00
2017-09-12T23:00,10.5,72,2.50,0,0.00
2017-09-13T00:00,11.0,100,2.34,0,0.00
2017-09-13T01:00,11.4,84,2.06,0,0.00
2017-09-13T02:00,10.6,100,3.05,0,0.00
2017-09-13T03:00,11.2,82,2.28,0,0.00
2017-09-13T04:00,10.3,74,2.19,0,0.00
2017-09-13T05:00,10.3,76,3.04,0,0.00
2017-09-13T06:00,9.9,82,3.39,0,0.00
2017-09-13T07:00,9.9,100,3.40,0,0.00
2017-09-13T08:00,10.1,100,3.28,1,0.00
2017-09-13T09:00,10.7,92,2.79,1,0.00
2017-09-13T10:00,12.0,96,2.31,1,559.09
2017-09-13T11:00,13.4,94,2.35,1,3600.00
2017-09-13T12:00,14.4,100,2.41,1,3600.00
2017-09-13T13:00,14.2,89,3.28,1,2304.39
2017-09-13T14:00,14.3,89,2.59,1,2853.20
2017-09-13T15:00,14.8,93,2.70,1,0.00
2017-09-13T16:00,14.8,100,2.86,1,1309.22
2017-09-13T17:00,14.5,98,3.98,1,0.00
2017-09-13T18:00,14.2,90,4.43,1,0.00
2017-09-13T19:00,14.2,92,4.11,1,0.00
2017-09-13T20:00,13.5,100,4.59,1,0.00
2017-09-13T21:00,13.2,98,4.14,0,0.00
2017-09-13T22:00,12.8,100,4.24,0,0.00
2017-09-13T23:00,12.5,86,4.40,0,0.00
2017-09-14T00:00,12.3,81,4.15,0,0.00
2017-09-14T01:00,12.2,30,3.92,0,0.00
2017-09-14T02:00,12.3,47,3.68,0,0.00
2017-09-14T03:00,12.1,81,3.72,0,0.00
2017-09-14T04:00,12.2,73,3.92,0,0.00
2017-09-14T05:00,12.1,63,4.21,0,0.00
2017-09-14T06:00,12.0,46,4.43,0,0.00
2017-09-14T07:00,12.1,56,4.88,0,0.00
2017-09-14T08:00,12.2,91,4.90,1,0.00
2017-09-14T09:00,12.5,86,5.47,1,2462.47
2017-09-14T10:00,12.9,100,5.94,1,3600.00
2017-09-14T11:00,13.4,52,5.79,1,3600.00
2017-09-14T12:00,14.1,65,6.36,1,3600.00
2017-09-14T13:00,14.1,49,6.94,1,3600.00
2017-09-14T14:00,14.2,50,7.02,1,3600.00
2017-09-14T15:00,14.0,93,6.67,1,3600.00
2017-09-14T16:00,13.9,63,7.16,1,3600.00
2017-09-14T17:00,13.5,40,7.46,1,3600.00
2017-09-14T18:00,13.3,28,7.44,1,3600.00
2017-09-14T19:00,12.6,25,7.05,1,3600.00
2017-09-14T20:00,12.2,23,6.36,1,464.59
2017-09-14T21:00,12.2,24,5.77,0,0.00
2017-09-14T22:00,12.2,29,5.15,0,0.00
2017-09-14T23:00,12.3,28,4.72,0,0.00
2017-09-15T00:00,12.3,22,4.52,0,0.00
2017-09-15T01:00,12.1,22,4.37,0,0.00
2017-09-15T02:00,12.1,18,3.31,0,0.00
2017-09-15T03:00,12.0,36,3.51,0,0.00
2017-09-15T04:00,12.1,34,3.57,0,0.00
2017-09-15T05:00,11.5,38,3.34,0,0.00
2017-09-15T06:00,11.3,62,3.21,0,0.00
2017-09-15T07:00,11.1,59,2.70,0,0.00
2017-09-15T08:00,11.2,37,2.40,1,0.00
2017-09-15T09:00,11.9,56,2.55,1,3600.00
2017-09-15T10:00,12.7,64,2.57,1,3600.00
2017-09-15T11:00,13.2,40,2.70,1,3600.00
2017-09-15T12:00,13.5,58,3.10,1,3600.00
2017-09-15T13:00,13.9,48,3.00,1,3600.00
2017-09-15T14:00,14.9,25,2.37,1,3600.00
2017-09-15T15:00,15.4,36,3.39,1,3600.00
2017-09-15T16:00,15.6,32,4.38,1,3600.00
2017-09-15T17:00,15.5,29,5.10,1,3600.00
2017-09-15T18:00,14.9,32,4.83,1,3600.00
2017-09-15T19:00,14.1,31,4.89,1,3600.00
2017-09-15T20:00,13.6,22,5.10,0,138.58
2017-09-15T21:00,13.1,13,5.11,0,0.00
2017-09-15T22:00,12.6,4,4.87,0,0.00
2017-09-15T23:00,12.3,5,4.49,0,0.00
2017-09-16T00:00,12.0,4,4.12,0,0.00
2017-09-16T01:00,11.7,0,4.00,0,0.00
2017-09-16T02:00,11.5,3,2.10,0,0.00
2017-09-16T03:00,9.6,4,2.01,0,0.00
2017-09-16T04:00,9.6,6,1.60,0,0.00
2017-09-16T05:00,9.7,91,1.17,0,0.00
2017-09-16T06:00,9.0,93,1.12,0,0.00
2017-09-16T07:00,9.2,91,0.85,0,0.00
2017-09-16T08:00,9.4,91,1.70,1,0.00
2017-09-16T09:00,10.1,30,1.20,1,1813.40
2017-09-16T10:00,11.8,8,0.63,1,3600.00
2017-09-16T11:00,13.8,5,0.32,1,3600.00
2017-09-16T12:00,15.3,0,0.28,1,3600.00
2017-09-16T13:00,16.1,4,1.17,1,3600.00
2017-09-16T14:00,15.1,75,1.22,1,3600.00
2017-09-16T15:00,15.5,34,0.54,1,3600.00
2017-09-16T16:00,15.3,48,1.17,1,3600.00
2017-09-16T17:00,15.3,49,0.81,1,3600.00
2017-09-16T18:00,15.3,44,1.53,1,3600.00
2017-09-16T19:00,14.3,54,1.70,1,3402.28
2017-09-16T20:00,12.7,54,1.62,0,0.00
2017-09-16T21:00,12.0,41,2.01,0,0.00
2017-09-16T22:00,11.7,23,2.01,0,0.00
2017-09-16T23:00,13.1,26,2.02,0,0.00
2017-09-17T00:00,12.1,14,1.34,0,0.00
2017-09-17T01:00,10.3,12,1.77,0,0.00
2017-09-17T02:00,9.8,34,0.82,0,0.00
2017-09-17T03:00,9.2,42,0.98,0,0.00
2017-09-17T04:00,8.9,47,0.57,0,0.00
2017-09-17T05:00,9.6,54,0.64,0,0.00
2017-09-17T06:00,9.5,37,0.85,0,0.00
2017-09-17T07:00,8.9,32,1.00,0,0.00
2017-09-17T08:00,8.7,28,1.28,1,0.00
2017-09-17T09:00,11.0,20,1.61,1,3600.00
2017-09-17T10:00,13.0,20,0.91,1,3600.00
2017-09-17T11:00,14.7,45,0.50,1,3600.00
2017-09-17T12:00,15.5,52,0.91,1,3600.00
2017-09-17T13:00,16.1,30,1.53,1,3600.00
2017-09-17T14:00,15.3,38,1.48,1,3600.00
2017-09-17T15:00,15.6,48,0.98,1,3600.00
2017-09-17T16:00,15.5,47,2.28,1,3600.00
2017-09-17T17:00,14.7,71,1.21,1,3600.00
2017-09-17T18:00,14.3,61,0.82,1,3600.00
2017-09-17T19:00,13.8,45,0.32,1,3600.00
2017-09-17T20:00,13.5,52,0.45,0,0.00
2017-09-17T21:00,13.2,43,0.51,0,0.00
2017-09-17T22:00,12.1,51,0.28,0,0.00
2017-09-17T23:00,10.0,54,1.03,0,0.00
2017-09-18T00:00,9.0,61,1.24,0,0.00
2017-09-18T01:00,9.0,72,1.33,0,0.00
2017-09-18T02:00,10.9,88,0.22,0,0.00
2017-09-18T03:00,12.4,86,0.67,0,0.00
2017-09-18T04:00,12.7,86,0.76,0,0.00
2017-09-18T05:00,11.9,69,0.54,0,0.00
2017-09-18T06:00,10.1,80,1.42,0,0.00
2017-09-18T07:00,10.4,85,1.17,0,0.00
2017-09-18T08:00,10.9,85,1.71,1,0.00
2017-09-18T09:00,11.6,72,1.75,1,0.00
2017-09-18T10:00,12.0,60,1.65,1,0.00
2017-09-18T11:00,12.9,60,1.33,1,0.00
2017-09-18T12:00,14.2,64,0.81,1,3507.40
2017-09-18T13:00,14.6,79,0.92,1,1193.79
2017-09-18T14:00,14.8,66,1.00,1,3600.00
2017-09-18T15:00,15.0,38,1.36,1,3600.00
2017-09-18T16:00,14.9,22,1.84,1,3600.00
2017-09-18T17:00,14.6,20,2.47,1,3600.00
2017-09-18T18:00,14.3,15,2.82,1,3600.00
2017-09-18T19:00,13.4,8,2.72,1,3600.00
2017-09-18T20:00,12.7,15,2.48,0,57.21
2017-09-18T21:00,12.6,11,3.61,0,0.00
2017-09-18T22:00,12.3,7,4.25,0,0.00
2017-09-18T23:00,12.0,11,3.90,0,0.00
2017-09-19T00:00,11.8,19,3.42,0,0.00
2017-09-19T01:00,11.8,42,3.10,0,0.00
2017-09-19T02:00,12.4,80,3.47,0,0.00
2017-09-19T03:00,12.3,83,3.76,0,0.00
2017-09-19T04:00,12.3,94,3.96,0,0.00
2017-09-19T05:00,12.6,100,4.03,0,0.00
2017-09-19T06:00,12.6,100,5.31,0,0.00
2017-09-19T07:00,12.7,100,6.23,0,0.00
2017-09-19T08:00,12.6,100,5.71,1,0.00
2017-09-19T09:00,12.4,100,5.28,1,0.00
2017-09-19T10:00,12.3,100,4.34,1,0.00
2017-09-19T11:00,12.4,100,3.40,1,0.00
2017-09-19T12:00,12.5,100,2.75,1,0.00
2017-09-19T13:00,12.9,100,2.30,1,0.00
2017-09-19T14:00,13.0,100,1.92,1,0.00
2017-09-19T15:00,13.3,100,1.91,1,0.00
2017-09-19T16:00,12.6,100,1.63,1,0.00
2017-09-19T17:00,12.6,100,1.61,1,0.00
2017-09-19T18:00,12.4,100,0.80,1,0.00
2017-09-19T19:00,12.2,100,0.32,1,0.00
2017-09-19T20:00,11.7,100,0.82,0,0.00
2017-09-19T21:00,11.3,100,1.32,0,0.00
2017-09-19T22:00,11.4,100,1.08,0,0.00
2017-09-19T23:00,11.3,100,1.02,0,0.00
2017-09-20T00:00,11.3,100,0.95,0,0.00
2017-09-20T01:00,11.3,100,2.25,0,0.00
2017-09-20T02:00,11.9,100,2.33,0,0.00
2017-09-20T03:00,11.7,100,3.24,0,0.00
2017-09-20T04:00,11.5,100,3.35,0,0.00
2017-09-20T05:00,11.3,100,3.37,0,0.00
2017-09-20T06:00,11.0,100,3.20,0,0.00
2017-09-20T07:00,11.0,100,3.38,0,0.00
2017-09-20T08:00,10.8,100,3.40,1,0.00
2017-09-20T09:00,11.3,100,3.42,1,0.00
2017-09-20T10:00,11.7,100,3.30,1,0.00
2017-09-20T11:00,12.3,100,3.21,1,0.00
2017-09-20T12:00,13.1,100,2.51,1,1210.08
2017-09-20T13:00,13.3,100,1.96,1,0.00
2017-09-20T14:00,12.8,76,3.92,1,644.53
2017-09-20T15:00,12.5,100,4.07,1,2667.58
2017-09-20T16:00,11.8,100,3.76,1,0.00
2017-09-20T17:00,12.4,100,3.98,1,0.00
2017-09-20T18:00,12.3,100,3.19,1,0.00
2017-09-20T19:00,12.2,100,2.57,1,0.00
2017-09-20T20:00,11.6,69,2.87,0,0.00
2017-09-20T21:00,10.9,85,3.47,0,0.00
2017-09-20T22:00,10.7,100,3.40,0,0.00
2017-09-20T23:00,10.7,90,3.54,0,0.00
2017-09-21T00:00,10.9,87,3.83,0,0.00
2017-09-21T01:00,11.0,76,3.68,0,0.00
2017-09-21T02:00,11.1,100,3.89,0,0.00
2017-09-21T03:00,11.4,100,4.24,0,0.00
2017-09-21T04:00,11.4,100,4.44,0,0.00
2017-09-21T05:00,11.4,100,4.82,0,0.00
2017-09-21T06:00,10.8,100,4.60,0,0.00
2017-09-21T07:00,10.7,100,5.36,0,0.00
2017-09-21T08:00,11.1,100,5.31,1,0.00
2017-09-21T09:00,11.1,100,5.83,1,0.00
2017-09-21T10:00,11.3,100,6.17,1,0.00
2017-09-21T11:00,11.6,95,6.53,1,0.00
2017-09-21T12:00,11.8,95,6.61,1,0.00
2017-09-21T13:00,11.2,94,6.25,1,0.00
2017-09-21T14:00,12.0,100,6.36,1,0.00
2017-09-21T15:00,12.0,93,6.46,1,0.00
2017-09-21T16:00,11.9,92,6.98,1,0.00
2017-09-21T17:00,12.0,98,6.73,1,0.00
2017-09-21T18:00,11.0,89,6.37,1,0.00
2017-09-21T19:00,10.8,100,6.68,1,0.00
2017-09-21T20:00,11.4,100,6.54,0,0.00
2017-09-21T21:00,11.4,90,6.61,0,0.00
2017-09-21T22:00,11.4,91,6.97,0,0.00
2017-09-21T23:00,11.9,90,7.28,0,0.00
2017-09-22T00:00,12.2,100,7.07,0,0.00
2017-09-22T01:00,12.7,67,7.58,0,0.00
2017-09-22T02:00,11.8,94,6.78,0,0.00
2017-09-22T03:00,12.1,56,7.32,0,0.00
2017-09-22T04:00,12.2,86,6.97,0,0.00
2017-09-22T05:00,12.6,100,6.16,0,0.00
2017-09-22T06:00,13.0,100,6.80,0,0.00
2017-09-22T07:00,13.2,100,7.16,0,0.00
2017-09-22T08:00,13.1,78,7.04,1,0.00
2017-09-22T09:00,13.4,48,7.08,1,0.00
2017-09-22T10:00,13.8,80,6.11,1,162.97
2017-09-22T11:00,13.9,76,5.97,1,0.00
2017-09-22T12:00,14.4,61,6.94,1,0.00
2017-09-22T13:00,14.6,63,6.61,1,785.95
2017-09-22T14:00,14.4,74,5.60,1,1222.42
2017-09-22T15:00,14.5,86,5.52,1,0.00
2017-09-22T16:00,14.5,89,5.03,1,147.57
2017-09-22T17:00,13.9,94,4.60,1,0.00
2017-09-22T18:00,13.6,100,4.60,1,0.00
2017-09-22T19:00,13.3,100,4.46,1,0.00
2017-09-22T20:00,12.6,100,3.83,0,0.00
2017-09-22T21:00,11.9,100,3.75,0,0.00
2017-09-22T22:00,10.6,100,3.47,0,0.00
2017-09-22T23:00,10.5,100,3.33,0,0.00
2017-09-23T00:00,10.4,100,3.66,0,0.00
2017-09-23T01:00,10.9,100,3.83,0,0.00
2017-09-23T02:00,12.4,70,2.33,0,0.00
2017-09-23T03:00,12.5,68,3.08,0,0.00
2017-09-23T04:00,12.5,67,3.22,0,0.00
2017-09-23T05:00,12.7,65,2.42,0,0.00
2017-09-23T06:00,12.7,68,2.02,0,0.00
2017-09-23T07:00,12.8,67,1.96,0,0.00
2017-09-23T08:00,12.8,70,1.71,1,0.00
2017-09-23T09:00,13.2,74,1.94,1,0.00
2017-09-23T10:00,13.6,83,1.91,1,0.00
2017-09-23T11:00,14.3,67,1.98,1,0.00
2017-09-23T12:00,15.8,15,2.16,1,3558.73
2017-09-23T13:00,17.3,20,2.39,1,3600.00
2017-09-23T14:00,17.7,77,2.33,1,3600.00
2017-09-23T15:00,17.7,100,1.43,1,3600.00
2017-09-23T16:00,16.7,100,2.38,1,3511.85
2017-09-23T17:00,16.6,81,2.47,1,3600.00
2017-09-23T18:00,16.3,14,2.81,1,3600.00
2017-09-23T19:00,14.6,12,1.62,1,3290.47
2017-09-23T20:00,12.4,10,1.68,0,0.00
2017-09-23T21:00,12.3,4,2.75,0,0.00
2017-09-23T22:00,11.6,2,3.09,0,0.00
2017-09-23T23:00,11.0,8,2.70,0,0.00
2017-09-24T00:00,10.8,21,2.26,0,0.00
2017-09-24T01:00,10.7,56,2.34,0,0.00
2017-09-24T02:00,10.2,37,1.53,0,0.00
2017-09-24T03:00,10.2,33,1.89,0,0.00
2017-09-24T04:00,10.6,59,1.70,0,0.00
2017-09-24T05:00,11.5,76,2.20,0,0.00
2017-09-24T06:00,12.0,58,2.51,0,0.00
2017-09-24T07:00,12.0,68,2.33,0,0.00
2017-09-24T08:00,11.8,100,1.42,1,0.00
2017-09-24T09:00,13.2,100,0.98,1,0.00
2017-09-24T10:00,14.5,81,1.06,1,3.25
2017-09-24T11:00,16.0,45,1.12,1,3600.00
2017-09-24T12:00,17.4,67,2.52,1,3600.00
2017-09-24T13:00,17.7,74,3.89,1,3600.00
2017-09-24T14:00,18.3,100,3.22,1,3600.00
2017-09-24T15:00,17.7,100,2.92,1,1715.90
2017-09-24T16:00,16.4,100,2.56,1,0.00
2017-09-24T17:00,16.1,100,2.24,1,0.00
2017-09-24T18:00,15.9,100,2.55,1,649.37
2017-09-24T19:00,15.5,100,3.96,1,0.00
2017-09-24T20:00,15.0,100,4.56,0,0.00
2017-09-24T21:00,14.8,76,4.77,0,0.00
2017-09-24T22:00,14.8,57,4.58,0,0.00
2017-09-24T23:00,14.5,18,3.83,0,0.00
2017-09-25T00:00,14.7,3,4.77,0,0.00
2017-09-25T01:00,14.7,3,4.70,0,0.00
2017-09-25T02:00,15.0,21,4.22,0,0.00
2017-09-25T03:00,15.1,9,4.10,0,0.00
2017-09-25T04:00,15.3,2,4.72,0,0.00
2017-09-25T05:00,15.2,3,4.72,0,0.00
2017-09-25T06:00,14.8,0,3.98,0,0.00
2017-09-25T07:00,14.1,1,2.68,0,0.00
2017-09-25T08:00,14.8,1,1.13,1,0.00
2017-09-25T09:00,14.5,19,2.04,1,3125.51
2017-09-25T10:00,15.7,31,2.06,1,3600.00
2017-09-25T11:00,16.2,4,2.45,1,3600.00
2017-09-25T12:00,17.2,4,1.80,1,3600.00
2017-09-25T13:00,18.2,7,2.25,1,3600.00
2017-09-25T14:00,18.9,3,2.38,1,3600.00
2017-09-25T15:00,19.2,2,2.73,1,3600.00
2017-09-25T16:00,19.2,6,3.05,1,3600.00
2017-09-25T17:00,18.6,17,3.61,1,3600.00
2017-09-25T18:00,17.3,29,4.10,1,3600.00
2017-09-25T19:00,15.8,15,3.86,1,2939.03
2017-09-25T20:00,14.1,13,2.97,0,0.00
2017-09-25T21:00,13.4,12,2.79,0,0.00
2017-09-25T22:00,13.1,7,2.50,0,0.00
2017-09-25T23:00,12.7,13,2.40,0,0.00
2017-09-26T00:00,12.6,19,3.05,0,0.00
2017-09-26T01:00,12.7,15,3.28,0,0.00
2017-09-26T02:00,13.5,31,3.44,0,0.00
2017-09-26T03:00,14.1,39,3.51,0,0.00
2017-09-26T04:00,14.3,37,3.11,0,0.00
2017-09-26T05:00,14.1,23,2.31,0,0.00
2017-09-26T06:00,13.6,4,2.26,0,0.00
2017-09-26T07:00,12.6,8,1.84,0,0.00
2017-09-26T08:00,13.2,19,2.30,1,0.00
2017-09-26T09:00,14.2,28,2.89,1,2989.33
2017-09-26T10:00,15.3,35,3.14,1,3600.00
2017-09-26T11:00,16.1,20,3.10,1,3600.00
2017-09-26T12:00,16.9,9,4.24,1,3600.00
2017-09-26T13:00,17.5,13,4.92,1,3600.00
2017-09-26T14:00,17.5,26,4.47,1,3600.00
2017-09-26T15:00,17.5,16,4.85,1,3600.00
2017-09-26T16:00,17.2,7,4.88,1,3600.00
2017-09-26T17:00,16.8,17,4.71,1,3600.00
2017-09-26T18:00,16.0,20,4.95,1,3600.00
2017-09-26T19:00,15.0,7,4.22,1,2763.97
2017-09-26T20:00,14.2,16,3.23,0,0.00
2017-09-26T21:00,13.9,14,2.75,0,0.00
2017-09-26T22:00,13.9,10,2.79,0,0.00
2017-09-26T23:00,13.7,1,2.55,0,0.00
2017-09-27T00:00,13.4,0,2.41,0,0.00
2017-09-27T01:00,13.3,1,2.51,0,0.00
2017-09-27T02:00,13.8,24,2.91,0,0.00
2017-09-27T03:00,13.9,22,3.22,0,0.00
2017-09-27T04:00,14.0,40,3.74,0,0.00
2017-09-27T05:00,14.4,53,4.27,0,0.00
2017-09-27T06:00,14.6,36,3.76,0,0.00
2017-09-27T07:00,14.1,38,2.94,0,0.00
2017-09-27T08:00,13.7,59,1.90,1,0.00
2017-09-27T09:00,14.7,56,2.50,1,2782.27
2017-09-27T10:00,15.8,34,2.71,1,3600.00
2017-09-27T11:00,16.6,11,2.82,1,3600.00
2017-09-27T12:00,17.5,55,3.80,1,3600.00
2017-09-27T13:00,17.7,58,4.92,1,3600.00
2017-09-27T14:00,18.0,16,5.59,1,3600.00
2017-09-27T15:00,18.1,22,6.23,1,3600.00
2017-09-27T16:00,17.4,14,6.18,1,3600.00
2017-09-27T17:00,16.7,30,5.89,1,3600.00
2017-09-27T18:00,16.0,29,6.13,1,3600.00
2017-09-27T19:00,15.5,16,5.95,1,2134.87
2017-09-27T20:00,15.4,26,5.59,0,0.00
2017-09-27T21:00,15.7,14,5.73,0,0.00
2017-09-27T22:00,15.5,18,5.59,0,0.00
2017-09-27T23:00,15.6,44,5.77,0,0.00
2017-09-28T00:00,15.8,48,6.22,0,0.00
2017-09-28T01:00,15.5,53,6.16,0,0.00
2017-09-28T02:00,14.0,61,4.72,0,0.00
2017-09-28T03:00,14.3,100,4.40,0,0.00
2017-09-28T04:00,14.4,71,4.52,0,0.00
2017-09-28T05:00,14.3,18,5.06,0,0.00
2017-09-28T06:00,14.2,33,5.11,0,0.00
2017-09-28T07:00,14.3,36,5.28,0,0.00
2017-09-28T08:00,14.3,14,5.82,1,0.00
2017-09-28T09:00,14.6,25,5.99,1,2714.34
2017-09-28T10:00,15.2,44,6.41,1,3600.00
2017-09-28T11:00,15.8,23,6.04,1,3600.00
2017-09-28T12:00,16.6,9,7.79,1,3600.00
2017-09-28T13:00,17.0,13,7.71,1,3600.00
2017-09-28T14:00,16.4,56,7.29,1,3600.00
2017-09-28T15:00,16.4,11,7.25,1,1704.60
2017-09-28T16:00,16.8,17,8.32,1,3600.00
2017-09-28T17:00,16.2,13,7.34,1,3600.00
2017-09-28T18:00,15.7,13,7.07,1,3600.00
2017-09-28T19:00,15.2,12,6.24,1,2410.18
2017-09-28T20:00,14.6,22,6.22,0,0.00
2017-09-28T21:00,14.6,26,6.10,0,0.00
2017-09-28T22:00,14.5,5,6.15,0,0.00
2017-09-28T23:00,14.4,0,6.17,0,0.00
2017-09-29T00:00,14.4,0,6.25,0,0.00
2017-09-29T01:00,14.3,0,6.02,0,0.00
2017-09-29T02:00,14.3,10,4.74,0,0.00
2017-09-29T03:00,14.4,9,5.58,0,0.00
2017-09-29T04:00,14.3,25,5.90,0,0.00
2017-09-29T05:00,14.5,11,6.12,0,0.00
2017-09-29T06:00,14.5,2,7.07,0,0.00
2017-09-29T07:00,14.2,0,6.91,0,0.00
2017-09-29T08:00,14.1,0,6.55,1,0.00
2017-09-29T09:00,14.7,9,6.60,1,2575.37
2017-09-29T10:00,15.4,1,7.32,1,3600.00
2017-09-29T11:00,15.9,1,7.74,1,3600.00
2017-09-29T12:00,16.3,4,8.21,1,3600.00
2017-09-29T13:00,16.5,3,8.49,1,3600.00
2017-09-29T14:00,16.6,70,8.64,1,3600.00
2017-09-29T15:00,16.1,83,8.96,1,0.00
2017-09-29T16:00,16.1,81,9.43,1,3600.00
2017-09-29T17:00,15.5,92,10.07,1,0.00
2017-09-29T18:00,14.8,100,8.85,1,0.00
2017-09-29T19:00,14.6,100,8.16,1,0.00
2017-09-29T20:00,14.5,99,8.21,0,0.00
2017-09-29T21:00,14.6,91,8.32,0,0.00
2017-09-29T22:00,14.1,92,8.71,0,0.00
2017-09-29T23:00,13.9,86,8.49,0,0.00
2017-09-30T00:00,13.7,100,8.22,0,0.00
2017-09-30T01:00,13.5,100,7.53,0,0.00
2017-09-30T02:00,12.8,100,8.21,0,0.00
2017-09-30T03:00,12.7,100,7.94,0,0.00
2017-09-30T04:00,12.5,100,8.52,0,0.00
2017-09-30T05:00,12.6,100,5.95,0,0.00
2017-09-30T06:00,12.6,100,6.30,0,0.00
2017-09-30T07:00,12.6,100,6.51,0,0.00
2017-09-30T08:00,13.2,90,8.01,1,0.00
2017-09-30T09:00,13.2,100,6.18,1,0.00
2017-09-30T10:00,13.4,100,6.22,1,0.00
2017-09-30T11:00,13.5,100,5.87,1,0.00
2017-09-30T12:00,13.7,100,5.38,1,0.00
2017-09-30T13:00,13.7,100,4.74,1,0.00
2017-09-30T14:00,13.2,100,3.14,1,0.00
2017-09-30T15:00,13.3,100,1.75,1,0.00
2017-09-30T16:00,13.2,100,1.97,1,0.00
2017-09-30T17:00,12.5,100,2.89,1,0.00
2017-09-30T18:00,12.0,100,3.88,1,0.00
2017-09-30T19:00,11.9,100,3.28,1,0.00
2017-09-30T20:00,11.9,100,4.18,0,0.00
2017-09-30T21:00,12.0,100,4.24,0,0.00
2017-09-30T22:00,11.9,100,4.72,0,0.00
2017-09-30T23:00,11.7,100,4.13,0,0.00
2017-10-01T00:00,11.6,100,2.56,0,0.00
2017-10-01T01:00,11.5,100,1.55,0,0.00
2017-10-01T02:00,10.8,100,3.61,0,0.00
2017-10-01T03:00,10.9,100,1.12,0,0.00
2017-10-01T04:00,10.8,100,2.30,0,0.00
2017-10-01T05:00,10.5,100,1.88,0,0.00
2017-10-01T06:00,10.3,92,2.16,0,0.00
2017-10-01T07:00,10.6,65,3.04,0,0.00
2017-10-01T08:00,10.0,15,3.76,1,0.00
2017-10-01T09:00,10.2,22,4.43,1,2294.62
2017-10-01T10:00,11.3,30,5.08,1,3600.00
2017-10-01T11:00,12.8,49,5.05,1,3600.00
2017-10-01T12:00,13.8,70,6.53,1,3600.00
2017-10-01T13:00,14.5,82,6.35,1,3600.00
